#node	identifier	domain_summary_url	annotation	other_names_and_aliases
LRIT1	9606.ENSP00000361177	Leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 1; Possible role in phototransduction.	https://smart.embl.de/smart/DDvec.cgi?smart=623:SIGNAL(1|21)+LRRNT(22|63)+LRR(82|105)+LRR(106|129)+LRR(131|153)+LRR_TYP(154|177)+LRRCT(201|252)+IGc2(266|335)+FN3(425|505)+TRANS(530|552)+	26103,AB031547,ABD90541.1,AL080175,BAA95681.1,CAB45761.1,CCDS7373,CCDS7373.1,DKFZP434K091,DQ426882,ENSG00000148602,ENSP00000277778,ENSP00000361177,ENST00000277778,ENST00000372105,ENST00000372105.3,FIGLER9,HGNC:23404,LRIT1,LRIT1-201,LRIT1_HUMAN,LRRC21,Leucine-rich repeat-containing protein 21,NM_015613,NM_015613.2,NM_015613.3,NP_056428,NP_056428.1,NX_Q9P2V4,OMIM:616103,OTTHUMG00000018632,PAL,Photoreceptor-associated LRR superfamily protein,Q0QD41,Q9P2V4,Q9Y4N7,Retina-specific protein PAL,UPI000006F66C,XM_011539623,XM_011539623.2,XP_011537925,XP_011537925.1,hsa:26103,leucine rich repeat containing 21,uc001kcz.2
LRTM2	9606.ENSP00000446278	Leucine rich repeats and transmembrane domains 2.	https://smart.embl.de/smart/DDvec.cgi?smart=370:SIGNAL(1|35)+LRRNT(38|72)+LRR(71|90)+LRR_TYP(91|114)+LRR_TYP(115|138)+LRR(140|162)+LRR(163|186)+LRRCT(198|251)+TRANS(312|334)+	654429,A7E2U6,AAI46895.1,AAI46911.1,AAI50569.1,AC005343,AK095610,AK124687,BAC04589.1,BAG54068.1,BC146894,BC146910,BC150568,CCDS31726,CCDS31726.1,CH471116,EAW88921.1,EAW88922.1,ENSG00000166159,ENSP00000299194,ENSP00000372167,ENSP00000394967,ENSP00000438678,ENSP00000444104,ENSP00000444737,ENSP00000446278,ENST00000299194,ENST00000299194.5,ENST00000382720,ENST00000424079,ENST00000535041,ENST00000535041.5,ENST00000539859,ENST00000539859.1,ENST00000540378,ENST00000540378.1,ENST00000542529,ENST00000542529.5,ENST00000543694,ENST00000543694.1,ENST00000543730,ENST00000543730.1,ENST00000543818,ENST00000543818.5,ENST00000544489,ENST00000544489.5,ENST00000545157,ENST00000545157.1,ENST00000546157,ENST00000546157.1,ENST00000546167,ENST00000546167.5,F5GZY9,F5H2B4,HGNC:32443,HPA055094,HPA062745,LRTM2,LRTM2-201,LRTM2-202,LRTM2-203,LRTM2-204,LRTM2-205,LRTM2-206,LRTM2-207,LRTM2-208,LRTM2-209,LRTM2-210,LRTM2-211,LRTM2-212,LRTM2_HUMAN,Leucine rich repeats and transmembrane domains 2,NM_001039029,NM_001039029.2,NM_001039029.3,NM_001163925,NM_001163925.1,NM_001163926,NM_001163926.1,NM_001163926.2,NP_001034118,NP_001034118.1,NP_001157397,NP_001157397.1,NP_001157398,NP_001157398.1,NX_Q8N967,OTTHUMG00000168088,Q8N967,UPI00000714D3,UPI000204AA65,UPI0003F483A9,URS00008B2CA4,URS00008B3DE8,URS00008B6350,URS00008BD0B9,URS00008C0E4F,URS00008C108D,XM_011521015,XM_011521015.1,XM_017019848,XM_017019848.1,XP_011519317,XP_011519317.1,XP_016875337,XP_016875337.1,hsa:654429,leucine rich repeats and transmembrane domains 2,uc001qjt.3,uc001qju.2
LYRM9	9606.ENSP00000368397	LYR motif containing 9; Belongs to the complex I LYR family. LYRM9 subfamily.	https://smart.embl.de/smart/DDvec.cgi?smart=78:Pfam_Complex1_LYR(11|69)+	201229,A6NJT7,A8MSI8,AAP20058.1,AC005697,AY251535,BC018092,C17orf108,CCDS45631,CCDS45631.1,CH471159,CR601114,D6RAR2,D6RFL2,EAW51051.1,ENSG00000232859,ENSP00000368396,ENSP00000368397,ENSP00000421807,ENSP00000426554,ENSP00000463472,ENSP00000464378,ENST00000379102,ENST00000379102.7,ENST00000379103,ENST00000379103.7,ENST00000460380,ENST00000460380.6,ENST00000503642,ENST00000503642.1,ENST00000508816,ENST00000508816.1,ENST00000508862,ENST00000508862.5,ENST00000582343,ENST00000582343.1,HGNC:27314,HPA023051,HSD24,J3QLB4,LYR motif containing 9,LYR motif-containing protein 9,LYRM9,LYRM9-201,LYRM9-202,LYRM9-203,LYRM9-204,LYRM9-205,LYRM9-206,LYRM9-207,LYRM9_HUMAN,NM_001076680,NM_001076680.1,NM_001076680.2,NP_001070148,NP_001070148.1,NX_A8MSI8,OTTHUMG00000132829,Q6X7B8,UPI00002014C2,UPI00002014C3,UPI0000E032E4,UPI0003F47BE3,URS00008B3536,XM_011524491,XM_011524491.3,XM_017024325,XM_017024325.1,XM_024450636,XM_024450636.1,XM_024450637,XM_024450637.1,XM_024450638,XM_024450638.1,XP_011522793,XP_011522793.1,XP_016879814,XP_016879814.1,XP_024306404,XP_024306404.1,XP_024306405,XP_024306405.1,XP_024306406,XP_024306406.1,chromosome 17 open reading frame 108,hsa:201229,uc002gzx.4
MAS1	9606.ENSP00000501180	Proto-oncogene Mas; Receptor for angiotensin 1-7 (By similarity). Acts specifically as a functional antagonist of AGTR1 (angiotensin-2 type 1 receptor), although it up-regulates AGTR1 receptor levels. Positive regulation of AGTR1 levels occurs through activation of the G-proteins GNA11 and GNAQ, and stimulation of the protein kinase C signaling cascade. The antagonist effect on AGTR1 function is probably due to AGTR1 being physically altered by MAS1.	https://smart.embl.de/smart/DDvec.cgi?smart=325:Pfam_7tm_1(49|280)+	4142,AAA36199.1,AAH69142.1,AAH69581.1,AAI10455.1,AL035691,BC069142,BC069581,BC110454,CAG47057.1,CCDS5272,CCDS5272.1,CDG86183.1,CH471051,CHEMBL3559701,CR542261,E1P5B3,EAW47610.1,EAW47611.1,ENSG00000130368,ENSP00000252660,ENSP00000501180,ENST00000252660,ENST00000252660.5,ENST00000674077,HG426065,HGNC:6899,M13150,MAS,MAS1,MAS1 oncogene,MAS1 proto-oncogene, G protein-coupled receptor,MAS1-201,MAS1-202,MAS_HUMAN,MGRA,NM_001366704,NM_001366704.1,NM_002377,NM_002377.2,NM_002377.4,NP_001353633,NP_001353633.1,NP_002368,NP_002368.1,NX_P04201,OMIM:165180,OTTHUMG00000015944,P04201,Proto-oncogene Mas,Q2TBC9,Q6FG47,UPI0000050458,W8W3P4,hsa:4142,uc003qsz.4
MCHR1	9606.ENSP00000249016	Melanin-concentrating hormone receptor 1; Receptor for melanin-concentrating hormone, coupled to both G proteins that inhibit adenylyl cyclase and G proteins that activate phosphoinositide hydrolysis; Belongs to the G-protein coupled receptor 1 family.	https://smart.embl.de/smart/DDvec.cgi?smart=422:Pfam_7tm_1(126|380)+	2847,A6ZJ87,AAC14587.1,AAH01736.1,AAH21146.1,AAO14670.1,AAP35371.1,AAS72373.1,AB063174,AF490537,AK314857,AY562945,B2RBX6,BAB60890.1,BAG37373.1,BC001736,BC021146,BT006725,CAG30383.1,CCDS14004,CCDS14004.1,CH471095,CHEMBL344,CR456497,EAW60388.1,ENSG00000128285,ENSP00000249016,ENSP00000370841,ENST00000249016,ENST00000249016.4,ENST00000381433,ENST00000381433.2,ENST00000465662,ENST00000465662.1,ENST00000498400,ENST00000498400.1,G protein-coupled receptor 24,G-protein coupled receptor 24,GPR24,HGNC:4479,MCH receptor 1,MCH-1R,MCH-R1,MCH1R,MCHR,MCHR-1,MCHR1,MCHR1-201,MCHR1-202,MCHR1-203,MCHR1-204,MCHR1_HUMAN,Melanin concentrating hormone receptor 1,Melanin-concentrating hormone receptor 1,NM_005297,NM_005297.3,NP_005288,NP_005288.3,NX_Q99705,OMIM:601751,OTTHUMG00000150256,Q5R3J1,Q96S47,Q99705,Q9BV08,R-HSA-162582,R-HSA-1852241,R-HSA-372790,R-HSA-373076,R-HSA-375276,R-HSA-388396,R-HSA-416476,R-HSA-418594,R-HSA-500792,R-HSA-5617833,R-HSA-5620920,R-HSA-5620922,SLC-1,SLC1,Somatostatin receptor-like protein,U71092,UPI0000073C67,UPI0000D6215E,Z86090,hsa:2847,melanin concentrating hormone receptor 1,melanin-concentrating hormone receptor 1,uc003ayz.4
MDH1B	9606.ENSP00000363533	Malate dehydrogenase 1B.	http://smart.embl.de/smart/DDvec.cgi?smart=518:	1.1.1.-,130752,A8K8M1,AAH33509.1,AAH88356.1,AAX93274.1,AC008269,AK292378,AK292386,AK302250,B4DY40,BAF85067.1,BAF85075.1,BAG63602.1,BC033509,BC088356,C9JER5,CCDS33365,CCDS33365.1,CCDS63102,CCDS63102.1,CCDS82561,CCDS82561.1,CH471063,EAW70392.1,EAW70393.1,ENSG00000138400,ENSP00000260972,ENSP00000327217,ENSP00000363533,ENSP00000376049,ENSP00000389916,ENSP00000392464,ENSP00000403810,ENSP00000416577,ENST00000260972,ENST00000325500,ENST00000374412,ENST00000374412.7,ENST00000392214,ENST00000432911,ENST00000432911.5,ENST00000436472,ENST00000436472.1,ENST00000449792,ENST00000449792.5,ENST00000454776,ENST00000454776.6,ENST00000471988,ENST00000471988.1,FLJ25341,HGNC:17836,HPA073761,KF456757,MDH1B,MDH1B-201,MDH1B-202,MDH1B-203,MDH1B-204,MDH1B-205,MDH1B-206,MDH1B_HUMAN,Malate dehydrogenase 1B,NM_001039845,NM_001039845.2,NM_001039845.3,NM_001282940,NM_001282940.1,NM_001282940.2,NM_001330223,NM_001330223.2,NM_001330224,NM_001330224.2,NM_001330225,NM_001330225.2,NM_001330226,NM_001330226.2,NP_001034934,NP_001034934.1,NP_001269869,NP_001269869.1,NP_001317152,NP_001317152.1,NP_001317153,NP_001317153.1,NP_001317154,NP_001317154.1,NP_001317155,NP_001317155.1,NR_104261,NR_104261.2,NR_138467,NR_138467.2,NR_138468,NR_138468.2,NX_Q5I0G3,OTTHUMG00000132918,Putative malate dehydrogenase 1B,Q53TK9,Q5I0G3,Q8IV51,RP11-95H11,UPI000016025B,UPI00001D7E19,UPI0000D4C708,UPI00015DAA3B,UPI00017A80D2,XM_005246316,XM_005246316.5,XP_005246373,XP_005246373.1,XR_922861,XR_922861.3,hsa:130752,malate dehydrogenase 1B,malate dehydrogenase 1B, NAD (soluble),uc002vbs.5
MMP10	9606.ENSP00000279441	Stromelysin-2; Can degrade fibronectin, gelatins of type I, III, IV, and V; weakly collagens III, IV, and V. Activates procollagenase; Belongs to the peptidase M10A family.	https://smart.embl.de/smart/DDvec.cgi?smart=476:SIGNAL(1|17)+Pfam_PG_binding_1(28|86)+ZnMc(104|264)+HX(295|337)+HX(339|382)+HX(387|434)+HX(436|476)+	1Q3A,3.4.24.22,3V96,4319,4ILW,AAH02591.1,AAP36110.1,AAU21039.1,AK222601,AK313960,AP000619,AY744675,B2R9X9,BAD96321.1,BAG36676.1,BC002591,BT007442,CAA30679.1,CAB002159,CCDS8321,CCDS8321.1,CH471065,CHEMBL4270,EAW67029.1,EC 3.4.24.22,ENSG00000166670,ENSP00000279441,ENSP00000323357,ENSP00000441485,ENST00000279441,ENST00000279441.8,ENST00000316342,ENST00000539681,ENST00000539681.1,F5GYX7,HGNC:7156,M10.006,MMP-10,MMP10,MMP10-201,MMP10-202,MMP10_HUMAN,Matrix metallopeptidase 10,Matrix metalloproteinase-10,Matrix metalloproteinase-10 (stromelysin 2),NM_002425,NM_002425.2,NM_002425.3,NP_002416,NP_002416.1,NX_P09238,OMIM:185260,OTTHUMG00000168083,P09238,Q53HH9,R-HSA-1442490,R-HSA-1474228,R-HSA-1474244,R-HSA-1592389,R-HSA-162582,R-HSA-5683057,R-HSA-5687128,SL-2,STMY2,Stromelysin-2,Transin-2,UPI00000422C0,UPI000204AED3,X07820,hsa:4319,matrix metallopeptidase 10,matrix metalloproteinase 10 (stromelysin 2),stromelysin 2,uc001phg.3
MPO	9606.ENSP00000225275	Myeloperoxidase heavy chain; Part of the host defense system of polymorphonuclear leukocytes. It is responsible for microbicidal activity against a wide range of organisms. In the stimulated PMN, MPO catalyzes the production of hypohalous acids, primarily hypochlorous acid in physiologic situations, and other toxic intermediates that greatly enhance PMN microbicidal activity; Belongs to the peroxidase family. XPO subfamily.	https://smart.embl.de/smart/DDvec.cgi?smart=745:SIGNAL(1|48)+Pfam_An_peroxidase(173|718)+	1.11.1.7,1.11.2.2,1CXP,1D2V,1D5L,1D7W,1DNU,1DNW,1MHL,1MYP,3F9P,3ZS0,3ZS1,4353,4C1M,4DL1,4EJX,5FIW,5MFA,5UZU,6AZP,6BMT,84 kDa myeloperoxidase,89 kDa myeloperoxidase,A1L4B8,AAA59863.1,AAA59864.1,AAA59865.1,AAA59896.1,AAA60346.1,AAB25582.1,AAI30477.1,AAY68218.1,AC004687,BAA03362.1,BC130476,CAA28565.1,CAA33438.1,CAB000059,CCDS11604,CCDS11604.1,CH471109,CHEMBL2439,D14466,DQ088846,EAW94470.1,EC 1.11.1.7,EC 1.11.2.2,ENSG00000005381,ENSP00000225275,ENSP00000344419,ENSP00000376817,ENSP00000464668,ENST00000225275,ENST00000225275.3,ENST00000340482,ENST00000393105,ENST00000577220,ENST00000577220.1,ENST00000578493,ENST00000578493.1,ENST00000580005,ENST00000580005.1,ENST00000581022,ENST00000581022.1,HGNC:7218,HPA021147,HPA061464,J02694,J3QSF7,LRG_84,LRG_84t1,M17170,M17171,M17172,M17173,M17174,M17175,M17176,M19507,M19508,MPO,MPO-201,MPO-202,MPO-203,MPO-204,MPO-205,Myeloperoxidase,Myeloperoxidase heavy chain,Myeloperoxidase light chain,NM_000250,NM_000250.1,NM_000250.2,NP_000241,NP_000241.1,NX_P05164,OMIM:606989,OTTHUMG00000178922,P05164,PERM_HUMAN,Q14862,Q4PJH5,Q9UCL7,R-HSA-1222556,R-HSA-168249,R-HSA-168256,R-HSA-6798695,R-HSA-8941413,S56200,UPI0000131634,UPI0003F47DB8,URS0000D2ACFE,URS0000D6D4E9,X04876,X15377,hsa:4353,myeloperoxidase,uc002ivu.1
MRGPRF	9606.ENSP00000403660	Mas-related G-protein coupled receptor member F; Orphan receptor. May bind to a neuropeptide and may regulate nociceptor function and/or development, including the sensation or modulation of pain (By similarity); Belongs to the G-protein coupled receptor 1 family. Mas subfamily.	https://smart.embl.de/smart/DDvec.cgi?smart=343:Pfam_7tm_1(61|291)+	116535,A0A024R5F0,AAH16964.1,AK075450,AK075492,AK122669,AP003071,B3KV43,BAC11628.1,BAG53655.1,BC016964,CCDS8188,CCDS8188.1,CH471076,EAW74730.1,EAW74731.1,EAW74732.1,ENSG00000172935,ENSP00000309782,ENSP00000323414,ENSP00000403660,ENSP00000405525,ENST00000309099,ENST00000309099.6,ENST00000320913,ENST00000320913.6,ENST00000421543,ENST00000441623,ENST00000441623.1,F5H5R4,G protein-coupled receptor 140,G protein-coupled receptor 168,G-protein coupled receptor 140,G-protein coupled receptor 168,GPR140,GPR168,HGNC:24828,HPA028811,MAS related GPR family member F,MAS-related GPR, member F,MGC21621,MRGF,MRGPRF,MRGPRF-201,MRGPRF-202,MRGPRF-203,MRGRF_HUMAN,Mas-related G protein-coupled receptor member F,Mas-related G-protein coupled receptor member F,Mas-related gene F protein,NM_001098515,NM_001098515.1,NM_145015,NM_145015.4,NM_145015.5,NP_001091985,NP_001091985.1,NP_659452,NP_659452.3,NX_Q96AM1,OMIM:607233,OTTHUMG00000167897,PSEC0142,Q8NBK8,Q96AM1,RTA,UPI000012F566,UPI0001EE2DBA,XM_017017170,XM_017017170.1,XM_024448339,XM_024448339.1,XP_016872659,XP_016872659.1,XP_024304107,XP_024304107.1,hsa:116535,mrgF,uc001ooo.5,uc001oop.5
NAT16	9606.ENSP00000300303	Probable N-acetyltransferase 16; Probable N-acetyltransferase. Shows only trace activity toward L-His and no N-acetyltransferase activity toward other amino acids. The physiological substrate of this enzyme is unknown.	http://smart.embl.de/smart/DDvec.cgi?smart=369:	2.3.1.-,2.3.1.33,375607,AAI04842.1,AC004876,AK092119,AK096556,AL831911,B3KRS2,BAC04815.1,BAG52484.1,BC104841,C7orf52,C9JB11,CAD38574.3,CCDS5713,CCDS5713.1,EC 2.3.1.33,ENSG00000167011,ENSP00000300303,ENSP00000391769,ENSP00000394435,ENSP00000395125,ENSP00000399340,ENST00000300303,ENST00000300303.6,ENST00000442840,ENST00000443096,ENST00000443096.1,ENST00000444446,ENST00000444446.1,ENST00000455377,ENST00000455377.5,FLJ39237,HGNC:22030,HPA021918,Histidine N-acetyltransferase,N-acetyltransferase 16,N-acetyltransferase 16 (GCN5-related, putative),N-acetyltransferase 16 (putative),NAT16,NAT16-201,NAT16-202,NAT16-203,NAT16-204,NAT16_HUMAN,NM_001369694,NM_001369694.1,NM_001369695,NM_001369695.1,NM_198571,NM_198571.2,NM_198571.3,NP_001356623,NP_001356623.1,NP_001356624,NP_001356624.1,NP_940973,NP_940973.2,NX_Q8N8M0,OMIM:615783,OTTHUMG00000157110,Probable N-acetyltransferase 16,Q8N8M0,Q8NDR1,UPI000013E649,UPI0000197830,UPI000198CE95,XM_005250325.1,XM_011516168.1,XM_024446759,XM_024446759.1,XP_005250382.1,XP_011514470.1,XP_024302527,XP_024302527.1,chromosome 7 open reading frame 52,hsa:375607,uc003uxy.2
NEUROD6	9606.ENSP00000297142	Neurogenic differentiation factor 6; Activates E box-dependent transcription in collaboration with TCF3/E47. May be a trans-acting factor involved in the development and maintenance of the mammalian nervous system. Transactivates the promoter of its own gene (By similarity).	https://smart.embl.de/smart/DDvec.cgi?smart=337:HLH(100|152)+Pfam_Neuro_bHLH(153|272)+	63974,A0A090N7T3,AACC02000087,AAG43167.1,AAO12759.1,AF063609,AF248954,AK055238,AK289619,ATOH2,Atoh2,BAB70885.1,BAF82308.1,BHLHA2,CCDS5434,CCDS5434.1,CH471073,Class A basic helix-loop-helix protein 2,EAL24443.1,EAW93979.1,ENSG00000164600,ENSP00000297142,ENSP00000319312,ENSP00000479428,ENST00000297142,ENST00000297142.3,ENST00000323008,ENST00000611245,HGNC:13804,HPA027046,HPA074530,MATH2,Math-2,My051,NDF6_HUMAN,NEUROD6,NEUROD6-201,NEX1M,NM_022728,NM_022728.3,NM_022728.4,NP_073565,NP_073565.2,NX_Q96NK8,NeuroD6,Neurogenic differentiation factor 6,Neuronal differentiation 6,Nex1,OMIM:611513,OTTHUMG00000022865,Protein atonal homolog 2,Q548T9,Q96NK8,Q9H3H6,UPI000000D77D,bHLHa2,hsa:63974,neurogenic differentiation 6,neuronal differentiation 6,uc003tch.5
NLRP14	9606.ENSP00000299481	NACHT, LRR and PYD domains-containing protein 14; May be involved in inflammation and spermatogenesis.	https://smart.embl.de/smart/DDvec.cgi?smart=1093:PYRIN(11|93)+Pfam_NACHT(177|346)+LRR(672|699)+LRR(728|755)+LRR(757|784)+LRR(785|812)+LRR(814|841)+LRR(842|869)+LRR(871|898)+LRR(899|926)+LRR(928|955)+LRR(956|983)+LRR(985|1012)+LRR(1013|1040)+	338323,4N1J,4N1K,4N1L,AAO18165.1,AY154469,BK001107,CCDS7776,CCDS7776.1,CLR11.2,DAA01240.1,ENSG00000158077,ENSP00000299481,ENST00000299481,ENST00000299481.4,GC-LRR,HGNC:22939,HPA039477,NACHT, LRR and PYD domains-containing protein 14,NACHT, leucine rich repeat and PYD containing 14,NAL14_HUMAN,NALP14,NLR family pyrin domain containing 14,NLRP14,NLRP14-201,NM_176822,NM_176822.3,NOD5,NP_789792,NP_789792.1,NX_Q86W24,Nalp-iota,OMIM:609665,OTTHUMG00000165508,PAN8,Q7RTR6,Q86W24,UPI0000167F6E,XM_011520044,XM_011520044.1,XP_011518346,XP_011518346.1,hsa:338323,uc001mfb.2
NRN1	9606.ENSP00000480483	Neuritin; Promotes neurite outgrowth and especially branching of neuritic processes in primary hippocampal and cortical cells.	https://smart.embl.de/smart/DDvec.cgi?smart=168:Pfam_NRN1(57|143)+	51299,A0A087WWT2,AAF62371.1,AAH02683.1,AAH42019.1,AAP97232.1,AF114833,AF136631,AK314095,AL136307,B2RA93,BAG36790.1,BC002683,BC042019,CCDS4495,CCDS4495.1,CCDS75393,CCDS75393.1,CH471087,EAW55184.1,ENSG00000124785,ENSP00000244766,ENSP00000316089,ENSP00000369308,ENSP00000480483,ENSP00000484055,ENST00000244766,ENST00000244766.6,ENST00000323378,ENST00000379973,ENST00000495850,ENST00000495850.1,ENST00000616243,ENST00000616243.1,ENST00000622188,ENST00000622188.4,HGNC:17972,NM_001278710,NM_001278710.1,NM_001278711,NM_001278711.1,NM_016588,NM_016588.2,NM_016588.3,NP_001265639,NP_001265639.1,NP_001265640,NP_001265640.1,NP_057672,NP_057672.1,NRN,NRN1,NRN1-201,NRN1-202,NRN1-203,NRN1-204,NRN1_HUMAN,NX_Q9NPD7,Neuritin,Neuritin 1,OMIM:607409,OTTHUMG00000014184,Q7Z4Y1,Q9NPD7,R-HSA-163125,R-HSA-392499,R-HSA-597592,UPI000000D9BF,UPI000020E485,XM_006715106,XM_006715106.3,XM_006715107,XM_006715107.3,XP_006715169,XP_006715169.1,XP_006715170,XP_006715170.1,dJ380B8.2,hsa:51299,neuritin 1,uc003mwu.4,uc032wjw.2
NUP210L	9606.ENSP00000357547	Nuclear pore membrane glycoprotein 210-like; Nucleoporin 210 like; Belongs to the NUP210 family.	https://smart.embl.de/smart/DDvec.cgi?smart=1888:SIGNAL(1|36)+BID_2(1081|1156)+TRANS(1814|1836)+	91181,AK125924,AK128000,AK128108,AL133633,AL358472,AL513546,AL590431,AL833964,BAC86345.1,BAC87225.1,BAC87279.1,CAB63757.1,CAD38812.1,CCDS41399,CCDS41399.1,CCDS53370,CCDS53370.1,E7EP56,ENSG00000143552,ENSP00000271854,ENSP00000292237,ENSP00000340500,ENSP00000357541,ENSP00000357547,ENST00000271854,ENST00000271854.3,ENST00000292237,ENST00000342770,ENST00000368553,ENST00000368553.5,ENST00000368559,ENST00000368559.7,HGNC:29915,HPA047195,HPA064245,HPA066707,NM_001159484,NM_001159484.1,NM_207308,NM_207308.2,NP_001152956,NP_001152956.1,NP_997191,NP_997191.2,NUP210L,NUP210L-201,NUP210L-202,NUP210L-203,NX_Q5VU65,Nuclear pore complex protein Nup210,Nuclear pore membrane glycoprotein 210-like,Nucleoporin 210 kDa-like,Nucleoporin 210 like,Nucleoporin Nup210-like,OTTHUMG00000035852,P210L_HUMAN,Q5T4L7,Q5VU65,Q6ZRN1,Q6ZRT4,Q6ZU81,Q8NDI6,Q9UF31,UPI000023724F,UPI000046FF6C,UPI00019B2552,X6R6V8,XM_011510122,XM_011510122.1,XM_011510123,XM_011510123.2,XM_011510124,XM_011510124.2,XM_017002788,XM_017002788.2,XM_017002789,XM_017002789.2,XP_011508424,XP_011508424.1,XP_011508425,XP_011508425.1,XP_011508426,XP_011508426.1,XP_016858277,XP_016858277.1,XP_016858278,XP_016858278.1,hsa:91181,nucleoporin 210 like,nucleoporin 210kDa like,uc001fdw.4
OTOGL	9606.ENSP00000447211	Otogelin-like protein; Otogelin like.	https://smart.embl.de/smart/DDvec.cgi?smart=2353:SIGNAL(1|31)+EGF_like(80|110)+VWD(113|273)+C8(314|387)+VWD(472|634)+C8(677|742)+Pfam_TIL(745|800)+VWD(937|1094)+C8(1129|1203)+Pfam_AbfB(1241|1359)+VWD(1525|1699)+C8(1733|1803)+Pfam_TIL(1806|1864)+CT(2270|2353)+	283310,A0A0A0MSS2,A0A2R8YCH1,A0A2R8YF04,AC078817,AC083812,AC092945,AK096852,C12orf64,DFNB84B,ENSG00000165899,ENSP00000298820,ENSP00000392597,ENSP00000399202,ENSP00000400895,ENSP00000406018,ENSP00000410653,ENSP00000447211,ENSP00000449094,ENSP00000449296,ENSP00000449641,ENSP00000493572,ENSP00000496036,ENST00000298820,ENST00000298820.7,ENST00000417457,ENST00000434511,ENST00000442704,ENST00000455751,ENST00000458043,ENST00000458043.6,ENST00000546620,ENST00000546620.5,ENST00000547103,ENST00000547103.6,ENST00000550182,ENST00000550182.3,ENST00000551340,ENST00000551340.5,ENST00000642294,ENST00000642294.1,ENST00000643417,ENST00000643417.1,ENST00000646859,ENST00000646859.1,F8W0C3,FLJ90579,H0YIF7,H0YIL4,H7BXL6,HGNC:26901,HPA040364,HPA053392,NM_001368062,NM_001368062.1,NM_173591,NM_173591.3,NP_001354991,NP_001354991.1,NP_775862,NP_775862.3,NX_Q3ZCN5,OMIM:614925,OTOGL,OTOGL-201,OTOGL-202,OTOGL-203,OTOGL-204,OTOGL-205,OTOGL-206,OTOGL-207,OTOGL-208,OTOGL-209,OTOGL_HUMAN,OTTHUMG00000150509,Otogelin like,Otogelin-like protein,Q3ZCN5,Q495U8,Q8N8G5,Q8NC28,UPI00016113BB,UPI0001D089C5,UPI00020CE39C,UPI000D18EF02,UPI000D190427,UPI000D190733,UPI000D195584,XM_005268802,XM_005268802.3,XM_011538191,XM_011538191.1,XM_011538192,XM_011538192.2,XM_011538193,XM_011538193.1,XP_005268859,XP_005268859.1,XP_011536493,XP_011536493.1,XP_011536494,XP_011536494.1,XP_011536495,XP_011536495.1,chromosome 12 open reading frame 64,hsa:283310,otogelin like,otogelin-like,uc001szd.3,uc058rih.1
OVOL3	9606.ENSP00000487603	Putative transcription factor ovo-like protein 3; May act as a transcription regulator; Belongs to the krueppel C2H2-type zinc-finger protein family.	https://smart.embl.de/smart/DDvec.cgi?smart=190:ZnF_C2H2(70|92)+ZnF_C2H2(98|120)+ZnF_C2H2(126|149)+ZnF_C2H2(165|187)+	728361,A0A0J9YVN9,AAB51180.1,AC004144,AD001527,CCDS82333,CCDS82333.1,ENSG00000105261,ENSP00000262637,ENSP00000464809,ENSP00000465620,ENSP00000487603,ENST00000262637,ENST00000585332,ENST00000585332.3,ENST00000586670,ENST00000633214,ENST00000633214.1,HGNC:14186,HOVO3,NM_001302757,NM_001302757.1,NP_001289686,NP_001289686.1,NX_O00110,O00110,OMIM:616442,OTTHUMG00000181748,OVOL3,OVOL3-201,OVOL3-202,OVOL3_HUMAN,Ovo,Ovo like zinc finger 3,Putative transcription factor ovo-like protein 3,UPI00021AED2E,UPI00052A12FC,XM_011527251,XM_011527251.2,XM_017027190,XM_017027190.1,XM_017027191,XM_017027191.1,XP_011525553,XP_011525553.1,XP_016882679,XP_016882679.1,XP_016882680,XP_016882680.1,hsa:728361,ovo like zinc finger 3,ovo-like 3 (Drosophila),uc031rkj.2,uc031rkj.3
